#	Summary: Metal Binding Proteins above treshold of 0.5

#	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn

#	1268	348	390	820	886	1584	712	921	766	1623

ID	MetalBinding	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn
7OA4_AAA	0.32	0.2	0.26	0.0	0.0	0.17	0.5	0.67	0.26	0.11	0.22

7OA7_A	0.4	0.65	0.36	0.08	0.08	0.57	0.37	0.17	0.5	0.59	0.4

7OB0_C	0.26	0.32	0.32	0.12	0.46	0.35	0.17	0.2	0.41	0.46	0.3

7OB6_A	0.39	0.5	0.32	0.11	0.2	0.25	0.41	0.16	0.43	0.85	0.43

7OBK_A	0.4	0.37	0.2	0.01	0.0	0.31	0.65	0.13	0.5	0.05	0.32

7OBL_A	0.4	0.38	0.21	0.01	0.0	0.31	0.65	0.15	0.5	0.05	0.29

7OCN_A	0.4	0.25	0.26	0.26	0.61	0.45	0.41	0.38	0.49	0.67	0.44

7OCN_B	0.4	0.24	0.26	0.25	0.61	0.44	0.41	0.38	0.49	0.68	0.44

7OCP_A	0.41	0.25	0.26	0.26	0.61	0.45	0.41	0.38	0.49	0.66	0.44

7OCP_B	0.4	0.24	0.26	0.25	0.61	0.44	0.41	0.38	0.49	0.68	0.44

7OCQ_A	0.4	0.25	0.26	0.26	0.61	0.45	0.41	0.38	0.49	0.67	0.44

7OCR_A	0.4	0.25	0.26	0.26	0.61	0.45	0.41	0.38	0.49	0.67	0.44

7OCR_B	0.4	0.24	0.26	0.25	0.61	0.44	0.41	0.38	0.49	0.68	0.44

7OCS_A	0.4	0.26	0.27	0.27	0.61	0.44	0.35	0.4	0.5	0.67	0.44

7OCT_B	0.4	0.24	0.26	0.26	0.61	0.44	0.41	0.38	0.5	0.69	0.44

7OCU_A	0.4	0.25	0.26	0.27	0.61	0.44	0.41	0.38	0.5	0.68	0.44

7OCU_B	0.4	0.24	0.26	0.26	0.61	0.44	0.42	0.39	0.5	0.68	0.44

7OD0_AAA	0.29	0.55	0.38	0.15	0.04	0.41	0.35	0.2	0.41	0.35	0.37

7OD0_BBB	0.32	0.56	0.36	0.19	0.06	0.42	0.34	0.17	0.42	0.35	0.41

7OD0_CCC	0.31	0.58	0.39	0.14	0.04	0.41	0.4	0.23	0.42	0.31	0.37

7OD0_FFF	0.29	0.55	0.38	0.16	0.04	0.4	0.34	0.2	0.41	0.34	0.37

7OD5_L	0.41	0.12	0.06	0.0	0.8	0.78	0.71	0.84	0.23	0.1	0.32

7OD5_M	0.41	0.08	0.31	0.0	0.92	0.7	0.73	0.16	0.12	0.51	0.33

7OD9_B	0.39	0.66	0.41	0.15	0.14	0.34	0.51	0.38	0.4	0.1	0.26

7ODR_I	0.32	0.1	0.24	0.08	0.46	0.25	0.21	0.08	0.05	0.42	0.38

7ODU_A	0.14	0.04	0.11	0.0	0.01	0.09	0.2	0.03	0.51	0.3	0.2

7ODV_BBB	0.2	0.26	0.26	0.01	0.0	0.3	0.57	0.16	0.29	0.25	0.13

7OEM_A	0.22	0.23	0.19	0.04	0.02	0.2	0.4	0.06	0.07	0.37	0.22

7OEM_B	0.48	0.19	0.28	0.05	0.62	0.66	0.27	0.34	0.33	0.64	0.43

7OF2_C	0.4	0.26	0.26	0.04	0.01	0.32	0.61	0.41	0.4	0.07	0.47

7OF2_R	0.82	0.01	0.22	0.06	0.07	0.27	0.58	0.83	0.23	0.22	0.54

7OF3_R	0.87	0.0	0.49	0.09	0.09	0.17	0.27	0.86	0.35	0.07	0.51

7OF4_C	0.4	0.26	0.27	0.04	0.01	0.34	0.61	0.41	0.4	0.07	0.47

7OGN_A	0.4	0.72	0.0	0.0	0.0	0.0	0.95	0.01	0.12	0.0	0.69

7OGN_F	0.4	0.44	0.18	0.0	0.0	0.37	0.62	0.82	0.22	0.13	0.37

7OHG_A	0.38	0.39	0.3	0.27	0.02	0.36	0.41	0.21	0.48	0.38	0.45

7OIH_A	0.4	0.73	0.39	0.5	0.71	0.53	0.24	0.14	0.43	0.11	0.18

7OIH_B	0.4	0.73	0.39	0.5	0.71	0.53	0.24	0.14	0.43	0.11	0.18

7OIH_C	0.4	0.73	0.39	0.5	0.71	0.53	0.24	0.14	0.43	0.11	0.18

7OIH_E	0.4	0.73	0.39	0.5	0.71	0.53	0.24	0.14	0.43	0.11	0.18

7OIH_F	0.4	0.73	0.39	0.5	0.71	0.53	0.24	0.14	0.43	0.11	0.18

7OIW_A	0.27	0.12	0.39	0.53	0.3	0.3	0.55	0.37	0.37	0.32	0.26

7OIW_B	0.29	0.12	0.39	0.52	0.3	0.29	0.55	0.36	0.37	0.32	0.31

7OJ2_A	0.43	0.14	0.12	0.0	0.02	1.0	0.0	0.43	0.41	0.0	0.47

7OK6_AAA	0.24	0.21	0.25	0.38	0.21	0.26	0.31	0.09	0.06	0.38	0.2

7OKR_AAA	0.24	0.34	0.37	0.22	0.34	0.24	0.49	0.3	0.46	0.35	0.16

7OLC_LB	0.36	0.36	0.37	0.58	0.08	0.55	0.28	0.17	0.37	0.43	0.44

7OLC_LG	0.29	0.1	0.21	0.08	0.23	0.2	0.29	0.09	0.12	0.41	0.39

7OLC_LM	0.19	0.07	0.22	0.0	0.0	0.31	0.6	0.11	0.09	0.27	0.02

7OLC_LO	0.35	0.09	0.26	0.35	0.03	0.27	0.31	0.11	0.19	0.43	0.45

7OLC_LP	0.12	0.44	0.16	0.03	0.0	0.1	0.19	0.01	0.02	0.33	0.1

7OLC_SQ	0.25	0.19	0.28	0.06	0.0	0.16	0.3	0.08	0.35	0.59	0.17

7OLC_SA	0.6	0.06	0.27	0.27	0.0	0.3	0.3	0.12	0.28	0.37	0.49

7OLC_SB	0.51	0.76	0.44	0.37	0.37	0.26	0.2	0.17	0.43	0.22	0.5

7OLC_SD	0.67	0.1	0.27	0.16	0.0	0.24	0.12	0.11	0.08	0.34	0.5

7OLD_LJ	0.89	0.04	0.28	0.12	0.0	0.24	0.02	0.1	0.07	0.31	0.53

7OM1_BBB	1.0	0.2	0.0	0.01	0.0	0.18	0.27	0.0	0.5	0.01	1.0

7ONG_A	0.3	0.38	0.32	0.21	0.44	0.32	0.29	0.22	0.46	0.46	0.34

7ONM_A	1.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.64	0.0	1.0

7ONQ_A	1.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.65	0.0	1.0

7ONV_A	1.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.64	0.0	1.0

7OPK_A	0.4	0.34	0.28	0.22	0.06	0.33	0.55	0.49	0.56	0.35	0.42

7OPP_A	0.4	0.03	0.02	0.0	0.0	0.2	0.72	0.0	0.17	0.0	0.07

7OPP_C	0.4	0.01	0.03	0.0	0.0	0.21	0.72	0.0	0.17	0.0	0.07

7OPQ_A	0.4	0.01	0.03	0.0	0.0	0.21	0.72	0.0	0.17	0.0	0.06

7OPQ_B	0.4	0.01	0.03	0.0	0.0	0.21	0.72	0.0	0.17	0.0	0.07

7OPR_A	0.4	0.01	0.03	0.0	0.0	0.21	0.72	0.0	0.17	0.0	0.06

7OPR_B	0.4	0.01	0.03	0.0	0.0	0.21	0.72	0.0	0.17	0.0	0.06

7OPW_A	0.4	0.38	0.2	0.01	0.0	0.32	0.64	0.14	0.47	0.05	0.31

7OQ8_A	0.4	0.38	0.2	0.01	0.0	0.32	0.64	0.14	0.47	0.05	0.31

7OQG_A	0.4	0.38	0.2	0.01	0.0	0.32	0.64	0.14	0.47	0.05	0.31

7OQW_A	0.4	0.37	0.19	0.01	0.0	0.31	0.64	0.14	0.45	0.05	0.31

7OR0_A	0.54	0.65	0.22	0.08	0.3	0.46	0.56	0.09	0.38	0.11	0.51

7ORR_A	1.0	0.02	0.11	0.19	0.12	0.24	0.06	0.01	0.52	0.24	0.92

7OS3_AAA	0.39	0.48	0.31	0.13	0.47	0.3	0.23	0.57	0.55	0.58	0.34

7OS5_AAA	0.39	0.48	0.31	0.13	0.47	0.3	0.23	0.57	0.55	0.58	0.34

7OS6_AAA	0.38	0.48	0.4	0.25	0.46	0.42	0.26	0.42	0.49	0.49	0.36

7OSA_EEF2	0.55	0.31	0.13	0.02	0.13	0.14	0.7	0.3	0.52	0.06	0.63

7OSA_EL30	0.17	0.49	0.33	0.14	0.0	0.22	0.24	0.05	0.38	0.38	0.12

7OSA_UL16	0.31	0.08	0.31	0.03	0.47	0.28	0.05	0.2	0.5	0.4	0.24

7OSA_US11	0.26	0.2	0.23	0.09	0.07	0.24	0.24	0.29	0.16	0.39	0.33

7OSA_US14	0.35	0.45	0.32	0.12	0.02	0.3	0.12	0.06	0.05	0.38	0.42

7OSM_ES31	0.43	0.07	0.2	0.05	0.04	0.17	0.09	0.08	0.06	0.34	0.47

7OSM_ES6	0.58	0.17	0.3	0.31	0.33	0.32	0.41	0.15	0.28	0.45	0.47

7OSM_UL16	0.33	0.3	0.28	0.08	0.45	0.31	0.06	0.16	0.52	0.48	0.3

7OSO_A	0.4	0.52	0.14	0.01	0.07	0.21	0.64	0.33	0.37	0.01	0.35

7OTC_U	0.19	0.34	0.17	0.05	0.01	0.17	0.32	0.12	0.04	0.33	0.19

7OU8_BBB	0.4	0.69	0.46	0.43	0.53	0.45	0.41	0.41	0.47	0.17	0.32

7OV2_A	0.4	0.17	0.26	0.21	0.61	0.41	0.24	0.42	0.5	0.6	0.43

7OV9_A	0.37	0.57	0.41	0.14	0.15	0.55	0.45	0.33	0.45	0.33	0.37

7OV9_C	0.44	0.41	0.46	0.1	0.59	0.7	0.41	0.62	0.44	0.29	0.44

7OVA_DDD	0.29	0.44	0.45	0.68	0.14	0.39	0.3	0.23	0.41	0.43	0.23

7OVE_A	0.95	0.49	0.45	0.08	0.17	0.46	0.31	0.97	0.51	0.09	0.79

7OVO_A	0.37	0.58	0.41	0.13	0.16	0.56	0.45	0.34	0.44	0.32	0.37

7OVO_C	0.44	0.41	0.46	0.09	0.59	0.7	0.42	0.62	0.44	0.3	0.44

7OVS_A	0.37	0.59	0.41	0.13	0.17	0.57	0.46	0.34	0.43	0.31	0.38

7OVS_C	0.43	0.34	0.46	0.12	0.59	0.69	0.42	0.64	0.42	0.37	0.44

7OWF_A	0.42	0.04	0.13	0.0	0.25	0.27	0.72	0.85	0.28	0.03	0.52

7OWZ_A	0.37	0.59	0.41	0.13	0.17	0.57	0.46	0.34	0.43	0.31	0.38

7OWZ_C	0.43	0.41	0.45	0.1	0.59	0.7	0.42	0.61	0.44	0.36	0.44

7OX4_A	0.46	0.11	0.28	0.35	0.18	0.39	0.28	0.13	0.49	0.45	0.48

7OX4_B	0.4	0.19	0.28	0.27	0.5	0.34	0.34	0.27	0.53	0.5	0.43

7OYB_A1	0.39	0.02	0.28	0.22	0.02	0.45	0.45	0.15	0.54	0.51	0.44

7OYB_B1	0.29	0.25	0.33	0.16	0.56	0.32	0.38	0.26	0.22	0.46	0.39

7OYB_A2	0.46	0.25	0.29	0.19	0.04	0.28	0.37	0.15	0.08	0.41	0.44

7OYB_B1	0.01	0.01	0.05	0.0	0.0	0.03	0.1	0.0	0.01	0.22	0.01

7OYB_D2	0.59	0.04	0.21	0.02	0.0	0.16	0.08	0.06	0.03	0.3	0.5

7OYB_E1	0.25	0.03	0.3	0.03	0.01	0.39	0.55	0.11	0.07	0.32	0.31

7OYB_G1	0.25	0.07	0.21	0.03	0.42	0.15	0.24	0.07	0.11	0.45	0.27

7OYB_J1	0.63	0.25	0.3	0.18	0.39	0.28	0.06	0.09	0.3	0.45	0.44

7OYB_M1	0.84	0.04	0.44	0.24	0.0	0.3	0.01	0.13	0.16	0.32	0.52

7OYB_O1	0.75	0.08	0.29	0.23	0.03	0.25	0.07	0.16	0.12	0.35	0.51

7OYB_P1	0.6	0.08	0.27	0.21	0.02	0.26	0.31	0.08	0.16	0.43	0.46

7OYC_A1	0.4	0.04	0.26	0.22	0.02	0.43	0.43	0.14	0.53	0.52	0.46

7OYC_B1	0.63	0.13	0.35	0.35	0.49	0.3	0.35	0.25	0.37	0.44	0.47

7OYC_C1	0.23	0.22	0.35	0.14	0.01	0.33	0.45	0.24	0.33	0.4	0.22

7OYC_A2	0.47	0.26	0.29	0.19	0.04	0.28	0.37	0.15	0.08	0.41	0.44

7OYC_D2	0.6	0.05	0.21	0.03	0.0	0.16	0.09	0.07	0.03	0.3	0.5

7OYC_G1	0.24	0.08	0.2	0.02	0.42	0.13	0.24	0.07	0.24	0.46	0.18

7OYC_J1	0.82	0.23	0.32	0.34	0.31	0.32	0.04	0.09	0.45	0.44	0.5

7OYC_O1	0.31	0.1	0.18	0.02	0.02	0.12	0.14	0.06	0.03	0.29	0.52

7OYC_P1	0.71	0.05	0.25	0.09	0.0	0.57	0.14	0.06	0.22	0.31	0.47

7OZ6_BBB	0.39	0.48	0.31	0.13	0.47	0.3	0.23	0.57	0.55	0.57	0.34

7OZ9_BBB	0.4	0.73	0.36	0.38	0.31	0.17	0.44	0.18	0.43	0.01	0.23

7OZA_CCC	0.4	0.67	0.42	0.1	0.3	0.48	0.53	0.58	0.43	0.07	0.33

7OZC_AAA	0.4	0.57	0.3	0.29	0.11	0.5	0.55	0.41	0.49	0.24	0.42

7OZE_AAA	0.4	0.25	0.12	0.0	0.0	0.66	0.7	0.15	0.33	0.06	0.32

7P0H_A	0.4	0.66	0.38	0.45	0.26	0.5	0.35	0.26	0.49	0.34	0.41

7P0K_AAA	0.86	0.64	0.17	0.27	0.03	0.86	0.14	0.0	0.67	0.18	0.75

7P1N_BB	0.33	0.26	0.32	0.24	0.26	0.42	0.34	0.26	0.46	0.41	0.43

7P1V_A	0.38	0.5	0.29	0.25	0.01	0.32	0.53	0.18	0.49	0.29	0.44

7P1Y_AAA	0.31	0.19	0.45	0.01	0.74	0.36	0.37	0.31	0.1	0.44	0.2

7P1Y_BBB	0.31	0.19	0.45	0.01	0.73	0.36	0.36	0.31	0.1	0.44	0.2

7P1Y_DDD	0.31	0.19	0.45	0.01	0.73	0.36	0.36	0.31	0.1	0.44	0.2

7P24_AAA	0.23	0.34	0.42	0.11	0.0	0.42	0.31	0.39	0.4	0.46	0.17

7P26_AAA	0.4	0.61	0.32	0.33	0.06	0.77	0.52	0.32	0.48	0.48	0.37

7P2K_A	1.0	0.0	0.0	0.03	0.0	0.31	0.0	0.0	0.52	0.01	1.0

7P2S_A	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	1.0

7P2T_A	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	1.0

7P2T_B	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	1.0

7P2T_C	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	1.0

7P2T_D	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	1.0

7P2U_A	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	1.0

7P2V_A	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	1.0

7P30_2	0.45	0.62	0.27	0.16	0.26	0.76	0.46	0.19	0.45	0.46	0.46

7P30_4	0.45	0.25	0.21	0.21	0.72	0.36	0.52	0.3	0.52	0.8	0.44

7P30_5	0.45	0.15	0.28	0.37	0.19	0.44	0.5	0.27	0.47	0.41	0.49

7P30_6	0.68	0.19	0.38	0.59	0.55	0.33	0.31	0.54	0.47	0.42	0.51

7P30_7	0.43	0.49	0.27	0.26	0.09	0.43	0.44	0.13	0.48	0.39	0.47

7P37_A	0.46	0.15	0.16	0.23	0.02	0.31	0.6	0.05	0.41	0.18	0.55

7P48_4	0.96	0.01	0.24	0.27	0.0	0.32	0.14	0.08	0.42	0.26	0.74

7P48_6	0.43	0.25	0.26	0.0	0.0	0.34	0.68	0.85	0.33	0.02	0.52

7P49_E	0.4	0.17	0.21	0.13	0.03	0.24	0.62	0.09	0.52	0.17	0.51

7P49_G	0.4	0.17	0.21	0.13	0.03	0.24	0.62	0.09	0.53	0.17	0.51

7P4B_E	0.4	0.18	0.22	0.1	0.03	0.25	0.61	0.09	0.51	0.16	0.5

7P4J_A	0.86	0.65	0.2	0.26	0.04	0.87	0.15	0.0	0.66	0.19	0.75

7P4L_A	0.4	0.54	0.37	0.02	0.18	0.91	0.64	0.33	0.47	0.33	0.26

7P4L_B	0.4	0.55	0.38	0.02	0.18	0.91	0.64	0.33	0.47	0.33	0.26

7P4L_C	0.4	0.54	0.37	0.02	0.18	0.91	0.64	0.33	0.47	0.33	0.26

7P4O_A	0.86	0.64	0.2	0.26	0.04	0.87	0.15	0.0	0.66	0.2	0.75

7P56_A	0.27	0.35	0.36	0.15	0.31	0.3	0.52	0.38	0.39	0.31	0.3

7P56_B	0.27	0.34	0.37	0.15	0.31	0.3	0.53	0.38	0.39	0.31	0.29

7P5O_A	0.4	0.68	0.48	0.1	0.53	0.45	0.57	0.29	0.41	0.09	0.41

7P5O_B	0.4	0.68	0.48	0.1	0.53	0.45	0.57	0.29	0.41	0.09	0.41

7P64_G	0.72	0.45	0.2	0.2	0.16	0.71	0.45	0.02	0.5	0.35	0.65

7P70_A	0.4	0.73	0.36	0.44	0.06	0.11	0.45	0.11	0.41	0.0	0.14

7P72_A	0.4	0.74	0.31	0.91	0.17	0.1	0.47	0.28	0.42	0.0	0.22

7P73_A	0.4	0.75	0.3	0.56	0.02	0.07	0.36	0.07	0.44	0.0	0.12

7P7Q_0	0.4	0.01	0.13	0.0	0.08	0.52	0.71	0.06	0.26	0.02	0.26

7P7Q_Q	0.2	0.13	0.27	0.03	0.0	0.36	0.52	0.16	0.1	0.36	0.11

7P7Q_N	0.39	0.05	0.29	0.02	0.62	0.54	0.58	0.28	0.27	0.26	0.17

7P7W_BBB	0.33	0.55	0.39	0.5	0.27	0.6	0.38	0.28	0.47	0.57	0.23

7P7X_A	0.4	0.78	0.25	0.28	0.01	0.04	0.27	0.02	0.42	0.0	0.1

7P85_A	0.99	0.02	1.0	0.48	0.43	0.32	0.0	0.57	0.46	0.05	0.67

7P8D_A	0.2	0.18	0.28	0.17	0.67	0.31	0.13	0.1	0.04	0.4	0.11

7P8D_B	0.2	0.2	0.27	0.17	0.67	0.3	0.12	0.09	0.04	0.41	0.11

7P8E_A	0.33	0.08	0.51	0.33	0.58	0.4	0.14	0.34	0.25	0.53	0.41

7P8N_B	0.53	0.45	0.2	0.18	0.65	0.77	0.49	0.31	0.43	0.74	0.46

7P8S_A	0.22	0.3	0.32	0.13	0.29	0.29	0.26	0.12	0.45	0.45	0.15

7P8U_A	0.34	0.2	0.68	0.14	0.67	0.39	0.12	0.3	0.43	0.64	0.24

7P8X_A	0.34	0.2	0.68	0.14	0.67	0.39	0.12	0.31	0.43	0.64	0.24

7P92_B	0.53	0.45	0.2	0.18	0.65	0.77	0.49	0.31	0.43	0.74	0.46

7P97_AAA	0.4	0.06	0.26	0.08	0.58	0.48	0.45	0.75	0.3	0.27	0.4

7P9W_A	0.21	0.15	0.4	0.06	0.16	0.28	0.51	0.49	0.12	0.39	0.2

7PB6_A	0.4	0.7	0.4	0.22	0.18	0.26	0.52	0.29	0.41	0.02	0.24

7PBW_BA	0.29	0.09	0.19	0.02	0.04	0.17	0.22	0.06	0.1	0.34	0.47

7PC3_A	0.4	0.74	0.34	0.76	0.31	0.17	0.53	0.36	0.41	0.0	0.29

7PC5_A	0.4	0.74	0.33	0.89	0.09	0.16	0.51	0.45	0.42	0.0	0.32

7PC7_A	0.4	0.73	0.36	0.6	0.18	0.15	0.5	0.23	0.43	0.0	0.17

7PC7_B	0.4	0.73	0.36	0.6	0.18	0.15	0.5	0.23	0.43	0.0	0.17

7PC9_A	0.4	0.74	0.3	0.56	0.02	0.07	0.36	0.07	0.44	0.0	0.12

7PC9_B	0.4	0.74	0.3	0.55	0.02	0.07	0.36	0.07	0.44	0.0	0.12

7PCB_A	0.4	0.74	0.3	0.92	0.18	0.1	0.46	0.29	0.42	0.0	0.23

7PCC_B	0.27	0.39	0.34	0.16	0.26	0.33	0.43	0.21	0.5	0.42	0.22

7PCI_A	0.27	0.39	0.34	0.16	0.26	0.33	0.44	0.21	0.5	0.42	0.22

7PCO_B	0.27	0.43	0.35	0.17	0.26	0.33	0.42	0.22	0.49	0.42	0.23

7PCV_A	0.99	0.01	0.08	0.17	0.0	0.23	0.36	0.0	0.45	0.2	0.92

7PDA_A	0.4	0.66	0.47	0.39	0.39	0.41	0.45	0.37	0.46	0.18	0.34

7PGX_AAA	0.19	0.35	0.25	0.32	0.22	0.19	0.14	0.03	0.14	0.39	0.16

7PGZ_AAA	0.19	0.36	0.26	0.33	0.3	0.2	0.14	0.04	0.15	0.39	0.16

7PH3_A	0.4	0.1	0.34	0.09	0.42	0.27	0.65	0.28	0.39	0.05	0.39

7PHJ_A	0.84	0.27	0.27	0.29	0.18	0.33	0.41	0.17	0.46	0.33	0.61

7PHN_A	0.86	0.32	0.18	0.24	0.06	0.2	0.46	0.06	0.45	0.31	0.64

7PI0_A	0.41	0.47	0.1	0.0	0.84	0.38	0.67	1.0	0.21	0.0	0.43

7PI0_D	0.48	0.54	0.14	0.02	0.83	0.45	0.65	0.15	0.49	0.93	0.52

7PI1_BBB	0.38	0.4	0.41	0.15	0.03	0.31	0.57	0.41	0.47	0.24	0.38

7PI1_CCC	0.38	0.39	0.36	0.17	0.04	0.3	0.56	0.46	0.53	0.29	0.35

7PI1_DDD	0.37	0.4	0.35	0.13	0.03	0.3	0.57	0.41	0.47	0.24	0.39

7PI4_AAA	0.25	0.18	0.27	0.1	0.09	0.27	0.55	0.12	0.18	0.29	0.31

7PIL_M	0.41	0.07	0.29	0.0	0.91	0.69	0.73	0.15	0.12	0.51	0.35

7PJ3_AAA	0.25	0.17	0.37	0.46	0.37	0.51	0.34	0.19	0.31	0.47	0.2

7PJ4_AAA	0.25	0.18	0.37	0.46	0.38	0.51	0.32	0.19	0.3	0.47	0.2

7PJM_A	0.48	0.69	0.26	0.23	0.08	0.56	0.49	0.43	0.46	0.21	0.48

7PJS_O	0.26	0.19	0.38	0.45	0.5	0.39	0.27	0.43	0.37	0.45	0.19

7PJS_P	0.2	0.12	0.17	0.01	0.01	0.25	0.38	0.06	0.02	0.34	0.2

7PJS_Z	0.2	0.17	0.11	0.01	0.01	0.06	0.19	0.01	0.03	0.27	0.26

7PKT_Y	0.61	0.05	0.28	0.19	0.0	0.26	0.11	0.14	0.24	0.34	0.49

7PL5_BBB	0.17	0.6	0.4	0.15	0.01	0.29	0.05	0.19	0.35	0.29	0.15

7PLF_AAA	1.0	0.0	0.0	0.03	0.0	0.44	0.0	0.0	0.59	0.0	1.0

7PLO_2	0.4	0.11	0.46	0.34	0.52	0.47	0.33	0.6	0.46	0.48	0.44

7PLO_3	0.43	0.3	0.19	0.07	0.85	0.54	0.47	0.88	0.26	0.91	0.44

7PLO_4	0.47	0.4	0.22	0.37	0.61	0.35	0.36	0.6	0.57	0.48	0.45

7PLO_5	0.42	0.73	0.37	0.33	0.5	0.55	0.53	0.39	0.42	0.03	0.46

7PLO_6	0.4	0.17	0.19	0.02	0.0	0.48	0.66	0.07	0.41	0.13	0.38

7PLO_7	0.4	0.56	0.35	0.04	0.69	0.96	0.43	0.17	0.6	0.99	0.28

7PLO_B	0.66	0.49	0.31	0.23	0.52	0.49	0.45	0.2	0.36	0.5	0.49

7PLO_T	1.0	0.0	0.08	0.15	0.0	0.34	0.0	0.0	0.44	0.1	0.98

7PMO_G	0.39	0.58	0.34	0.31	0.03	0.4	0.53	0.39	0.48	0.25	0.39

7PMZ_B	0.41	0.58	0.66	0.04	0.04	0.96	0.26	0.53	0.58	0.14	0.24

7PMZ_G	0.41	0.58	0.68	0.04	0.04	0.96	0.26	0.53	0.58	0.13	0.23

7PMZ_L	0.41	0.58	0.66	0.04	0.04	0.96	0.26	0.53	0.58	0.14	0.24

7PMZ_O	0.41	0.58	0.66	0.04	0.04	0.96	0.26	0.53	0.58	0.14	0.24

7PN4_A	0.4	0.18	0.32	0.15	0.44	0.36	0.58	0.25	0.42	0.19	0.41

7PND_A	0.71	0.25	0.23	0.4	0.33	0.28	0.47	0.09	0.4	0.51	0.51

7PND_B	0.72	0.25	0.23	0.4	0.34	0.26	0.47	0.08	0.4	0.52	0.51

7PO0_X	0.4	0.08	0.26	0.08	0.45	0.29	0.59	0.15	0.38	0.14	0.42

7PO7_H	0.4	0.55	0.44	0.25	0.25	0.43	0.52	0.27	0.4	0.33	0.45

7POL_A	0.71	0.23	0.24	0.4	0.33	0.31	0.46	0.14	0.39	0.49	0.51

7POO_A	0.72	0.28	0.24	0.39	0.34	0.28	0.46	0.08	0.4	0.5	0.51

7POQ_A	0.71	0.24	0.23	0.4	0.33	0.27	0.46	0.09	0.4	0.51	0.51

7POQ_B	0.71	0.24	0.23	0.41	0.32	0.27	0.46	0.09	0.41	0.52	0.51

7POU_A	0.71	0.25	0.23	0.4	0.33	0.28	0.46	0.09	0.4	0.52	0.51

7POU_B	0.72	0.25	0.23	0.4	0.33	0.26	0.47	0.08	0.4	0.52	0.51

7POZ_A	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	1.0

7PPT_A	0.61	0.09	0.45	0.46	0.65	0.46	0.12	0.31	0.33	0.62	0.45

7PQ9_BBB	0.39	0.18	0.28	0.27	0.57	0.33	0.51	0.35	0.52	0.53	0.38

7PQR_A	0.37	0.44	0.45	0.87	0.05	0.34	0.38	0.16	0.44	0.38	0.4

7PR1_A	0.4	0.21	0.25	0.31	0.44	0.32	0.58	0.27	0.59	0.31	0.44

7PR5_F	0.14	0.17	0.19	0.01	0.04	0.19	0.42	0.07	0.29	0.36	0.11

7PRJ_A	0.69	0.04	0.44	0.08	0.6	0.34	0.08	0.4	0.13	0.47	0.44

7PRL_A	0.4	0.12	0.33	0.2	0.32	0.39	0.56	0.2	0.38	0.32	0.47

7PRR_A	0.36	0.49	0.39	0.34	0.39	0.39	0.43	0.28	0.51	0.44	0.32

7PRV_A	1.0	0.0	0.0	0.02	0.0	0.35	0.0	0.0	0.59	0.0	1.0

7PRV_B	1.0	0.0	0.0	0.02	0.0	0.35	0.0	0.0	0.59	0.0	1.0

7PRW_A	1.0	0.0	0.0	0.02	0.0	0.35	0.0	0.0	0.59	0.0	1.0

7PSI_A	0.29	0.42	0.4	0.52	0.0	0.53	0.29	0.32	0.46	0.51	0.27

7PSQ_E	0.39	1.0	0.03	0.03	0.0	0.0	0.0	0.0	0.36	0.0	0.0

7PSQ_G	0.39	1.0	0.03	0.03	0.0	0.0	0.0	0.0	0.36	0.0	0.0

7PSW_A	0.4	0.32	0.33	0.22	0.6	0.41	0.27	0.51	0.47	0.66	0.34

7PTH_A	0.4	0.47	0.36	0.08	0.02	0.57	0.53	0.63	0.47	0.34	0.44

7PTJ_A	0.4	0.47	0.35	0.09	0.01	0.55	0.53	0.63	0.46	0.29	0.44

7PU1_AAA	0.39	0.44	0.45	0.78	0.5	0.43	0.29	0.32	0.42	0.5	0.39

7PV7_B	0.58	0.14	0.27	0.27	0.59	0.3	0.41	0.25	0.44	0.48	0.49

7PVA_B	0.64	0.17	0.31	0.25	0.59	0.31	0.44	0.24	0.36	0.52	0.49

